,ORDER_ID,COMPANY_ID,SERVICE_LINE,DRIVER_TYPE,WEIGHT_LBS,VOLUME_IN3,EXPENSE,PICKUP_ZIP,DELIVERY_ZIP
5233,105234,980,1,commander,1.0,144.0,35.34,11220,10021
5234,105236,131,1,agent,5.0,125.0,147.75,35630,35233
5235,105235,131,1,agent,5.0,125.0,166.56,35630,35233
5236,105237,1069,2,agent,150.0,135000.0,371.14,77072,75063
5237,105238,1025,2,agent,220.0,42328.0,936.0,28217,31405
5238,105239,172,1,agent,2.0,32.0,150.33,34606,33619
5239,105240,561,1,commander,1.0,1.0,20.35,32207,32207
5240,105241,1312,1,commander,50.0,6300.0,83.08,10591,11355
5241,105242,231,1,commander,15.0,1920.0,58.06,33619,34652
5242,105246,746,1,agent,1.0,1.0,23.38,15201,15220
5243,105243,746,1,agent,1.0,1.0,27.12,15147,15220
5244,105245,746,1,agent,5.0,125.0,23.1,15215,15220
5245,105244,746,1,agent,1.0,1.0,33.83,15201,15220
5246,105247,982,1,commander,20.0,1024.0,54.08,33138,33196
5247,105248,231,1,commander,15.0,1920.0,76.98,33619,34233
5248,105249,484,1,agent,2.0,1000.0,928.3,38118,78216
5249,105250,451,1,agent,1.0,1.0,41.25,34491,34785
5250,105251,28,1,commander,3.0,588.0,174.86,92123,91786
5251,105252,107,1,commander,15.0,8064.0,45.79,94583,94109
5252,105253,1346,1,agent,5.0,1000.0,13.05,98122,98104
5253,105254,320,1,commander,5.0,432.0,32.04,33140,33166
5254,105255,673,1,commander,23.0,3267.0,33.11,10016,10022
5255,105256,348,1,commander,60.0,6336.0,44.32,10010,11030
5256,105257,157,1,commander,5.1,1.0,97.97,80010,80634
5257,105258,909,1,commander,5.0,1440.0,74.6,30096,30117
5258,105259,673,1,commander,23.0,3267.0,31.52,10016,10021
5259,105260,561,1,commander,1.0,1.0,21.29,32216,32207
5260,105261,673,1,commander,23.0,3267.0,38.21,10016,10021
5261,105262,451,1,commander,1.0,1.0,19.78,32605,32605
5262,105263,14,1,commander,6.0,2520.0,194.19,90045,92127
5263,105264,1346,1,agent,50.0,10000.0,0.0,98122,98104
5264,105265,348,1,commander,30.0,3168.0,46.35,10022,10065
5265,105266,348,1,commander,30.0,3168.0,27.52,11030,10022
5266,105267,348,1,commander,30.0,3168.0,33.11,10022,10065
5267,105268,451,1,commander,2.0,217.0,19.97,32606,32605
5268,105269,1186,1,commander,1.0,1728.0,70.36,92029,92123
5269,105270,325,1,commander,10.0,1000.0,13.47,38115,38134
5270,105271,107,1,commander,15.0,1000.0,65.82,94583,94304
5271,105272,1326,1,commander,1.0,1.0,41.31,14141,14228
5272,105273,673,1,commander,23.0,3267.0,73.94,10016,11747
5273,105274,439,1,commander,5.0,2025.0,242.2,32827,33406
5274,105275,231,1,commander,16.0,1920.0,39.01,33619,33647
5275,105276,947,1,agent,1.0,1000.0,31.57,95204,95206
5276,105277,957,1,commander,5.0,864.0,108.02,11725,07039
5277,105278,785,1,agent,30.0,7616.0,178.5,29406,29072
5278,105279,439,1,commander,1.0,144.0,195.03,07960,19320
5279,105280,9,1,commander,6.0,1536.0,121.2,95125,95403
5280,105281,1346,1,agent,5.0,3375.0,15.45,98122,98104
5281,105282,561,1,commander,1.0,1.0,45.59,31558,32207
5282,105283,231,1,commander,32.0,4624.0,35.54,33716,33619
5283,105284,348,1,commander,30.0,3168.0,31.2,10022,10022
5284,105285,193,1,commander,1.0,180.0,40.55,98168,98158
5285,105286,957,1,agent,5.0,864.0,153.9,11501,07039
5286,105287,957,1,commander,10.0,1728.0,79.11,07604,07039
5287,105288,907,1,commander,1.0,108.0,31.05,33064,33315
5288,105289,1326,1,commander,1.0,1.0,19.37,14103,14103
5289,105290,980,1,commander,1.0,189.75,33.11,10017,10021
5290,105291,947,1,agent,1.0,1000.0,209.83,95377,95206
5291,105292,1140,1,commander,5.0,640.0,54.02,60048,60126-5658
5292,105293,1166,1,commander,50.0,5967.0,157.37,19403,07740
5293,105294,1127,2,agent,200.0,8000.0,425.88,90638,91791
5294,105295,371,1,commander,1.0,1.0,54.18,95630,95834
5295,105296,957,1,commander,5.0,864.0,194.64,17822,07039
5296,105297,1136,1,commander,5.0,500.0,87.65,22546,22205
5297,105298,561,1,commander,1.0,1.0,21.43,32256,32207
5298,105299,451,1,agent,1.0,1.0,30.03,32162,34785
5299,105300,987,1,commander,1.0,1.0,72.01,10707,10016
5300,105301,1069,2,agent,120.0,108000.0,0.0,75063,77072
5301,105302,780,2,agent,470.0,77400.0,918.0,77382,77382
5302,105303,320,1,commander,5.0,432.0,63.62,91325,91343
5303,105304,1326,1,commander,1.0,1.0,18.19,14226,14228
5304,105305,320,1,agent,5.0,1728.0,138.24,95401,95954
5305,105306,980,1,commander,1.0,189.75,30.57,10017,10029
5306,105307,451,1,commander,2.0,2.0,62.53,32177,32605
5307,105308,715,1,commander,1.0,1.0,56.17,98499,98373
5308,105309,368,1,commander,2.0,360.0,34.18,75063,76164
5309,105310,371,1,commander,1.0,1.0,29.08,95821,95834
5310,105311,172,1,commander,1.0,1.0,86.1,34613,33619
5311,105312,1166,1,commander,20.0,9408.0,168.88,60642,46545
5312,105313,172,1,commander,5.0,96.0,18.83,34613,33619
5313,105314,1140,1,commander,9.0,3456.0,45.69,60048,60611
5314,105315,316,1,agent,8.0,3033.0,42.0,30297,30297
5315,105316,436,1,commander,0.5,0.125,26.46,98101,98104
5316,105317,1176,1,commander,10.0,3080.0,143.9,73521,73507
5317,105318,1127,2,agent,450.0,18000.0,365.04,90638,92706
5318,105319,436,1,commander,0.5,0.125,22.96,98104,98104
5319,105320,1174,1,commander,5.0,40.0,28.61,92111,92029
5320,105322,987,1,agent,1.0,1.0,96.8,10707,10016
5321,105321,371,1,agent,1.0,1.0,56.1,95901,95965
5322,105323,573,1,agent,1.0,1.0,0.0,92392,92376
5323,105324,148,1,commander,3.0,12696.0,62.91,94128,94158
5324,105325,172,1,commander,1.0,1.0,33.46,34606,33601
5325,105326,316,1,commander,10.0,1152.0,30.28,75261,75261
5326,105327,1166,2,commander,120.0,14400.0,260.12,19403,11714
5327,105328,433,1,agent,1.0,1.0,29.5,98004,98155
5328,105329,982,1,commander,4.0,16.0,33.73,33138,33176
5329,105330,987,1,commander,1.0,1.0,63.62,10707,10001
5330,105331,451,1,agent,1.0,1.0,33.33,34471,34471
5331,105332,987,1,agent,1.0,1.0,107.8,10707,10469
5332,105333,667,1,agent,1.0,1.0,28.5,94539,94566
5333,105334,1257,1,agent,3.0,2496.0,40.2,94063,94404
5334,105335,982,1,commander,10.0,512.0,23.36,33316,33180
5335,105336,667,1,agent,1.0,1.0,85.0,94920,94402
5336,105337,1294,1,agent,15.0,5508.0,384.38,30909,30720
5337,105339,1245,1,agent,1.0,1000.0,27.0,95124,95131
5338,105338,1245,1,agent,1.0,1000.0,36.3,94578,94621
5339,105340,1255,1,commander,10.0,2160.0,34.27,92626,90808
5340,105341,172,1,commander,1.0,1.0,82.25,34606,33716
5341,105342,1257,1,agent,19.0,8.0,24.2,94063,94403
5342,105343,451,1,agent,1.0,1.0,85.77,34446,34785
5343,105344,573,1,agent,1.0,1.0,0.0,92376,92880
5344,105345,1235,1,agent,64.0,640.0,26.28,62206,63141
5345,105346,436,1,commander,0.5,0.125,25.75,98104,98104
5346,105347,944,1,commander,1.0,1.0,43.41,92626,92675
5347,105348,982,1,commander,10.0,512.0,24.66,33018,33180
5348,105349,1056,1,commander,1.0,1.0,53.57,91730,92504
5349,105350,987,1,agent,2.0,2.0,54.6,10469,10707
5350,105351,1257,1,agent,6.0,8.0,25.0,94063,94402
5351,105352,1136,1,agent,10.0,500.0,45.75,22546,23227
5352,105353,982,1,commander,20.0,1024.0,31.44,33018,33331
5353,105354,1136,1,agent,5.0,500.0,181.89,22546,23434
5354,105355,371,1,commander,1.0,1.0,53.69,95667,95834
5355,105356,987,1,commander,1.0,1.0,113.44,10707,11763
5356,105357,1045,1,agent,1.0,1.0,42.35,07083,07608
5357,105358,573,1,commander,1.0,1.0,0.0,92562,92562
5358,105359,148,1,commander,3.0,12696.0,83.95,11430,11434
5359,105360,573,1,agent,1.0,1.0,0.0,92880,92860
5360,105361,573,1,agent,1.0,1.0,0.0,92860,92860
5361,105362,371,1,agent,1.0,1.0,54.67,95965,95973
5362,105363,667,1,agent,1.0,1.0,37.53,94402,94121
5363,105364,316,1,commander,1.0,17408.0,61.82,60666,60172
5364,105365,589,1,commander,5.0,90.0,45.44,77054,75230
5365,105366,1346,1,agent,5.0,3375.0,18.15,98122,98104
5366,105367,982,1,commander,10.0,512.0,68.39,33316,33133
5367,105368,980,1,commander,1.0,189.75,103.79,11706,10029
5368,105369,1140,2,commander,100.0,38400.0,104.87,60048,53051
5369,105370,237,1,commander,2.0,1440.0,24.39,33180,33136
5370,105371,573,1,agent,1.0,1.0,0.0,92860,92881
5371,105372,987,1,agent,1.0,1.0,95.45,10707,11206
5372,105373,573,1,commander,1.0,1.0,0.0,92562,92592
5373,105374,1235,1,agent,100.0,150.0,85.26,62206,63090
5374,105375,179,1,commander,2.0,216.0,16.2,75231,75246
5375,105376,435,1,commander,1.0,1.0,26.4,98004,98004
5376,105377,1326,1,commander,1.0,1.0,40.52,14141,14228
5377,105378,1326,1,commander,1.0,1.0,47.6,14141,14228
5378,105379,1056,1,commander,1.0,1.0,70.72,91730,90292
5379,105380,1072,1,agent,2.0,780.0,216.52,33762,33982
5380,105381,1257,1,agent,12.0,2496.0,55.45,94107,94920
5381,105382,808,1,commander,1.0,2.0,32.16,97035,97230
5382,105383,807,1,agent,7.0,1320.0,32.4,31405,31408
5383,105384,1245,1,agent,1.0,1000.0,27.0,95661,95765
5384,105385,1127,1,agent,25.0,1000.0,27.5,90638,92706
5385,105386,957,1,agent,5.0,864.0,859.21,13205,07039
5386,105387,573,1,agent,1.0,1.0,171.76,92881,92503
5387,105388,561,1,commander,1.0,1.0,24.02,32258,32207
5388,105389,561,1,commander,1.0,1.0,17.9,32218,32207
5389,105390,561,1,commander,1.0,1.0,23.8,32205,32207
5390,105393,1026,1,agent,1.0,1.0,0.0,47907,47905
5391,105392,1312,1,commander,50.0,6300.0,58.63,10708,11758
5392,105391,1026,1,agent,1.0,1.0,125.4,47906,47905
5393,105394,1026,1,agent,1.0,1.0,0.0,47907,47905
5394,105395,1056,1,commander,1.0,1.0,60.35,91730,90004
5395,105396,800,1,agent,1.0,1.0,126.19,95363,95834
5396,105397,945,2,agent,200.0,23328.0,30.57,83634,83705
5397,105398,667,1,agent,1.0,1.0,145.48,94531,95834
5398,105399,1056,1,commander,1.0,1.0,35.83,91730,92570
5399,105400,573,1,commander,1.0,1.0,0.0,92592,92582
5400,105401,589,1,commander,90.0,9918.0,330.93,77054,76104
5401,105402,320,1,commander,3.0,216.0,34.96,94598,94553
5402,105403,680,1,commander,1.0,1.0,147.91,92270,92675
5403,105404,1127,1,agent,25.0,1000.0,30.25,90638,91791
5404,105405,371,1,commander,1.0,1.0,33.69,95630,95834
5405,105406,316,1,agent,14.0,4674.0,202.25,21220,20166
5406,105407,1301,1,commander,5.0,300.0,189.81,75206,78746
5407,105408,1345,1,agent,40.0,1280.0,102.3,76626,75701
5408,105409,436,1,commander,0.5,0.125,22.48,98104,98122
5409,105410,573,1,commander,2.0,2.0,64.82,92352,92346
5410,105411,809,1,agent,1.0,7722.0,126.36,10604,07608
5411,105412,1242,1,commander,2.0,96.0,34.49,90808,90505
5412,105413,193,1,commander,3.0,2016.0,92.55,76177,76051
5413,105414,1326,1,commander,1.0,1.0,24.97,14304,14228
5414,105415,1256,1,commander,2.0,1728.0,36.84,33614,33572
5415,105416,809,1,commander,1.0,162.0,97.44,10604,07719
5416,105417,1326,1,commander,1.0,1.0,13.64,14304,14228
5417,105418,1056,1,commander,1.0,1.0,54.09,91730,90046
5418,105419,1056,1,commander,1.0,1.0,99.24,91730,91387
5419,105420,580,1,commander,30.0,7360.0,191.14,27513,23314
5420,105421,907,1,commander,4.0,1512.0,39.11,33166,33315
5421,105422,982,1,commander,70.0,3584.0,28.65,33026,33138
5422,105423,573,1,commander,1.0,1.0,0.0,92582,92555
5423,105424,448,1,commander,1.0,1.0,158.52,92037,91768
5424,105425,1263,1,commander,0.0,88.0,19.67,92025,92029
5425,105427,371,1,agent,1.0,1.0,142.6,95963,95834
5426,105428,1026,1,agent,5.0,1000.0,0.0,63110,63103
5427,105426,667,1,agent,1.0,1.0,187.82,95973,95834
5428,105429,667,1,agent,1.0,1.0,27.0,94566,94588
5429,105430,667,1,agent,1.0,1.0,158.1,94121,95834
5430,105431,657,1,commander,1.0,165.0,443.82,15122,18951
5431,105432,1296,1,agent,25.0,5508.0,414.92,66208,63110
5432,105433,371,1,commander,1.0,1.0,71.21,95932,95834
5433,105434,746,1,agent,1.0,1.0,20.63,15217,15220
5434,105435,157,1,commander,1.0,1.0,303.79,07052,01420
5435,105438,1026,1,agent,15.0,3000.0,0.0,63110,63103
5436,105437,1026,1,agent,1.0,1.0,0.0,63110,63103
5437,105436,1026,1,agent,15.0,3000.0,39.9,63110,63103
5438,105439,1026,1,agent,25.0,5000.0,0.0,63110,63103
5439,105440,1026,1,agent,5.0,1000.0,0.0,63110,63103
5440,105441,107,1,commander,2.0,125.0,63.92,94118,94304
5441,105443,667,1,agent,1.0,1.0,38.42,94564,94577
5442,105442,667,1,agent,1.0,1.0,195.5,94577,95834
5443,105444,1056,1,commander,1.0,1.0,26.94,91730,91784
5444,105445,179,1,commander,25.0,15625.0,173.9,75231,76508
5445,105446,573,1,commander,1.0,1.0,0.0,92555,92506
5446,105447,1245,1,agent,1.0,1000.0,24.6,94609,94621
5447,105448,371,1,commander,1.0,1.0,21.69,95660,95834
5448,105449,435,1,commander,1.0,1.0,20.03,98059,98004
5449,105450,435,1,commander,1.0,1.0,28.37,98029,98004
5450,105451,980,1,commander,1.0,189.75,25.15,10017,10029
5451,105452,573,1,commander,1.0,1.0,197.6,92506,92503
5452,105453,980,1,commander,1.0,189.75,81.03,10017,10021
5453,105454,1114,1,agent,1.0,1.0,60.0,94558,95204
5454,105455,193,2,agent,920.0,194040.0,1265.0,06042,11430
5455,105456,956,1,commander,10.0,13824.0,81.21,48174,48038
5456,105457,1174,1,commander,5.0,144.0,29.51,92111,92123
5457,105458,1025,2,agent,220.0,42328.0,1740.0,85035,92708
5458,105459,1056,1,commander,1.0,1.0,56.32,91730,91775
5459,105460,807,1,agent,7.0,1320.0,0.0,70121,70123
5460,105461,807,1,agent,7.0,1320.0,26.0,70121,70123
5461,105462,662,1,agent,10.0,125.0,22.5,85741,85741
5462,105463,573,1,commander,1.0,1.0,39.33,92336-1274,91007
5463,105464,1242,1,commander,2.0,80.0,72.11,92705,92354
5464,105465,652,1,agent,25.0,1000.0,44.14,98122,98105
5465,105466,1295,1,commander,15.0,3375.0,419.29,46514,44017
5466,105467,1263,1,commander,0.0,88.0,26.22,92025,92029
5467,105468,1127,1,agent,25.0,1000.0,30.0,90638,91791
5468,105469,1056,1,commander,1.0,1.0,57.64,91730,91606
5469,105470,1127,1,agent,25.0,1000.0,31.25,90638,92706
5470,105471,1172,1,commander,1.0,125.0,52.45,94534,95691
5471,105472,570,1,commander,4.0,1300.0,124.25,98405,98520
5472,105473,320,1,commander,2.0,8.0,38.84,77060,77083
5473,105474,980,1,commander,1.0,189.75,25.23,10017,10017
5474,105475,980,1,commander,1.0,189.75,87.02,10017,10032
5475,105476,1245,1,agent,1.0,1000.0,23.7,94578,94621
5476,105477,657,1,commander,1.5,240.0,213.74,92408,89044
5477,105478,1326,1,commander,1.0,1.0,47.63,14004,14228
5478,105479,193,1,commander,1.0,560.0,22.28,60191,60666
5479,105480,917,1,commander,50.0,2000.0,246.11,20175,19107
5480,105481,807,1,agent,7.0,1320.0,14.23,70121,70123
5481,105482,320,1,commander,3.0,432.0,42.16,33133,33312
5482,105483,1166,1,commander,30.0,2730.0,234.43,19403,17889
5483,105484,573,1,commander,2.0,2.0,72.29,92395,92346
5484,105485,917,1,commander,20.0,5950.0,50.56,44111,44307
5485,105486,1186,1,commander,1.0,5832.0,41.81,92029,92121
5486,105487,320,1,commander,2.0,8.0,68.77,33634,33805
5487,105488,980,1,commander,1.0,189.75,30.57,10017,10029
5488,105489,785,1,commander,30.0,7616.0,220.83,33634,34950
5489,105490,101,1,agent,15.0,2366.0,45.11,21240,21227
5490,105491,1056,1,commander,1.0,1.0,50.97,91730,91755
5491,105492,573,1,commander,1.0,1.0,30.58,92553-3040,92346
5492,105493,101,1,commander,15.0,3136.0,43.9,33315,33136
5493,105494,980,1,commander,1.0,189.75,52.32,10461-2373,10029
5494,105495,1291,1,agent,5.0,13920.0,279.75,22401,19107
5495,105496,869,1,agent,24.0,3375.0,142.2,97227,97701
5496,105497,715,1,commander,1.0,1.0,19.55,98033,98134
5497,105499,917,1,agent,40.0,7800.0,263.13,45750,25701
5498,105500,715,1,commander,1.0,1.0,24.97,98034,98134
5499,105498,715,1,commander,1.0,1.0,28.82,98027,98134
5500,105502,917,1,agent,40.0,11900.0,24.8,44145,44106
5501,105501,107,1,agent,2.0,125.0,51.04,94118,94115
5502,105503,1166,1,agent,30.0,9408.0,161.53,19403,10014
5503,105504,680,1,commander,2.0,2.0,43.0,92220,92346
5504,105505,30,1,commander,1.0,240.0,122.09,28304,27103
5505,105506,30,1,commander,1.0,240.0,153.53,28304,27103
5506,105507,1301,1,commander,30.0,1728.0,168.31,77004,70601
5507,105508,179,1,commander,0.5,100.0,23.07,75075,75230
5508,105509,1056,1,commander,1.0,1.0,108.34,91730,91384
5509,105510,589,1,commander,45.0,4959.0,508.94,77054,77054
5510,105511,1127,1,commander,1.0,1.0,27.53,91791,90638
5511,105512,982,1,commander,24.0,1152.0,56.93,33138,33143
5512,105513,30,1,commander,2.0,192.0,84.52,28602,27103
5513,105514,149,2,agent,200.621,52492.514306100005,82.58,94010,94128
5514,105515,917,1,commander,5.0,1000.0,313.0,20175,07701
5515,105516,320,1,commander,2.0,8.0,56.4,92563,92503
5516,105517,573,1,commander,1.0,1.0,67.09,92530-4536,92346
5517,105518,1127,1,commander,1.0,1.0,21.64,92706,90638
5518,105519,785,1,agent,60.0,5184.0,375.38,34102,32803
5519,105520,30,1,commander,2.0,192.0,92.21,28602,27103
5520,105521,982,1,commander,47.0,7680.0,64.95,33138,33321
5521,105522,1303,1,agent,20.0,14007.0,409.05,46237,60614
5522,105523,14,1,agent,32.0,5760.0,734.8,78653,78653
5523,105524,1072,1,commander,2.0,648.0,197.96,32773,33982
5524,105525,573,1,agent,1.0,1.0,41.83,92555,92503
5525,105526,573,1,commander,1.0,1.0,69.17,92543,92503
5526,105527,573,1,commander,1.0,1.0,39.05,92882-3320,92346
5527,105528,982,1,commander,40.0,1920.0,47.9,33175,33133
5528,105529,573,1,commander,1.0,1.0,54.06,92395,92346
5529,105530,30,1,commander,1.0,240.0,86.11,28304,27514
5530,105531,448,1,commander,1.0,1.0,141.21,92103,91768
5531,105532,371,1,agent,1.0,1.0,147.25,95965,95834
5532,105533,602,1,commander,2.0,187.5,153.83,46342,60143
5533,105534,371,1,commander,1.0,1.0,54.82,95762,95834
5534,105535,667,1,agent,1.0,1.0,179.92,94531,94577
5535,105536,667,1,agent,1.0,1.0,124.1,94564,94577
5536,105537,570,1,commander,1.0,1300.0,71.21,98405,98104
5537,105538,1127,1,agent,25.0,1000.0,25.0,90638,91791
5538,105539,1163,1,agent,1.0,1.0,503.0,56601,55112
5539,105540,1163,1,agent,1.0,1.0,0.0,56501,55112
5540,105541,573,1,commander,1.0,1.0,92.03,92592,92503
5541,105542,573,1,commander,1.0,1.0,81.17,92562,92503
5542,105543,573,1,commander,1.0,1.0,71.02,92562,92503
5543,105544,573,1,commander,1.0,1.0,73.94,92582,92503
5544,105545,1072,1,commander,9.6,7200.0,198.83,33762,32773
5545,105546,30,1,commander,1.0,240.0,99.04,28304,27710
5546,105547,980,1,commander,1.0,1728.0,105.5,10017,10029
5547,105548,800,1,commander,1.0,1.0,102.41,95363,95834
5548,105549,573,1,commander,1.0,1.0,47.66,91701,92503
5549,105550,573,1,commander,1.0,1.0,39.93,92860,92503
5550,105551,573,1,commander,1.0,1.0,31.81,92860,92503
5551,105552,573,1,commander,1.0,1.0,54.33,92376,92503
5552,105553,573,1,commander,1.0,1.0,38.58,92881,92503
5553,105554,448,1,commander,1.0,5832.0,40.95,92123,92103
5554,105555,179,1,commander,10.0,250.0,117.9,75701,75231
5555,105556,179,1,commander,10.0,250.0,146.74,75701,75230
5556,105557,30,1,commander,2.0,192.0,197.22,28602,27514
5557,105558,14,1,commander,8.0,3192.0,195.34,92127,90045
5558,105559,1127,1,commander,5.0,125.0,34.2,90638,92706
5559,105560,1127,1,commander,25.0,1000.0,48.27,90638,92706
5560,105561,30,1,commander,2.0,192.0,141.16,28602,27710
5561,105562,1127,1,commander,3.0,3.0,42.06,92706,90638
5562,105563,980,1,commander,1.0,1.0,101.32,10017,10021
5563,105564,1127,1,commander,5.0,125.0,45.65,90638,91791
5564,105565,14,2,agent,930.0,170640.0,833.75,97124,98158
5565,105566,30,1,commander,1.0,120.0,161.35,28304,27834
5566,105567,371,1,agent,1.0,1.0,340.0,95531,96001
5567,105568,214,1,commander,1.0,125.0,35.13,48154,48108
5568,105569,573,1,commander,1.0,1.0,59.24,91761,91007
5569,105570,980,1,commander,1.0,1.0,62.89,10017,10032
5570,105571,14,1,commander,8.0,3420.0,154.18,92127,90045
5571,105572,101,1,commander,28.0,4368.0,104.99,27560,27707
5572,105573,736,1,commander,1.0,1210.0,59.78,76104,75231
5573,105574,1186,1,commander,1.0,5832.0,41.1,92029,92121
5574,105575,107,1,agent,4.0,250.0,314.45,93721,94583
5575,105576,179,1,commander,2.0,108.0,44.58,75075,75246
5576,105577,980,1,commander,1.0,1.0,90.93,10017,10029
5577,105578,107,1,agent,4.0,250.0,205.4,93721,94583
5578,105579,980,1,commander,1.0,189.75,58.65,10461-2373,10016
5579,105580,1296,1,commander,25.0,6000.0,274.39,63122,66208
5580,105581,1297,1,agent,30.0,13824.0,307.2,42103,61920
5581,105582,107,1,agent,2.0,125.0,345.48,93721,94118
5582,105583,1127,1,agent,25.0,1000.0,19.25,90638,92706
5583,105584,1127,1,commander,2.0,1000.0,42.87,90638,92706
5584,105585,1127,1,agent,25.0,1000.0,25.25,90638,91791
5585,105586,30,1,commander,2.0,192.0,293.54,28602,27834
5586,105587,448,1,commander,10.0,1728.0,25.72,92123,92037
5587,105588,654,1,commander,20.0,2925.0,51.28,98158,98104
5588,105589,107,1,commander,2.0,125.0,79.23,94583,94118
5589,105590,654,1,commander,20.0,2925.0,42.49,98104,98158
5590,105591,84,1,commander,30.0,8112.0,934.89,94551,92011
5591,105592,107,1,commander,5.0,112.0,26.11,94904,94118
5592,105593,1326,1,agent,1.0,1.0,149.95,14070,14214
5593,105594,1072,1,commander,1.0,140.0,188.32,33315,33982
5594,105595,451,2,agent,980.0,76032.0,349.01,32607,33607
5595,105596,107,1,commander,15.0,2744.0,90.82,94904,94143
5596,105598,1066,2,agent,75.0,21952.0,863.1,78550,78148
5597,105597,371,1,agent,2.0,2.0,134.17,95671,95834
5598,105599,668,1,agent,0.25,144.0,284.75,78229,77030
5599,105600,1166,1,agent,80.0,18816.0,487.58,42103,46545
5600,105601,179,1,commander,2.0,108.0,303.73,75075,77550
5601,105602,107,1,commander,20.0,1728.0,71.52,94904,94143
5602,105603,982,1,commander,26.0,3072.0,87.96,33016,33150
5603,105604,107,1,agent,20.0,908.0,225.5,89502,94583
5604,105605,107,1,agent,5.0,546.0,261.25,89502,94583
5605,105606,1069,2,agent,600.0,540000.0,568.76,77072,75063
5606,105607,107,1,agent,10.0,636.0,214.5,89502,94118
5607,105608,107,1,agent,15.0,2744.0,146.29,94583,94109
5608,105609,172,1,commander,1.0,8.0,36.88,32825,33619
5609,105610,746,1,agent,1.0,1.0,31.74,15147,15220
5610,105611,172,1,commander,15.0,1440.0,36.59,34613,33619
5611,105612,172,1,commander,15.0,1440.0,179.23,34613,33619
5612,105613,139,1,agent,1.0,800.0,30.8,28208,28208
5613,105614,1125,1,commander,30.0,9720.0,68.67,38017,38112
5614,105615,808,1,commander,1.0,1.0,56.47,98642,97230
5615,105616,231,1,commander,15.0,1920.0,25.44,33619,33612
5616,105617,673,1,commander,23.0,3267.0,38.07,10016,10016
5617,105618,320,1,commander,5.0,432.0,21.93,07601,07645
5618,105619,107,1,commander,25.0,6912.0,85.63,94109,94583
5619,105620,982,1,commander,8.0,48.0,39.67,33138,33176
5620,105621,1125,1,commander,30.0,9720.0,23.97,38112,38017
5621,105622,320,1,agent,5.0,1728.0,145.5,29576,29577
5622,105623,987,1,agent,2.0,2.0,118.0,10707,11354
5623,105624,172,1,commander,30.0,13824.0,191.83,32825,33606
5624,105625,1326,1,agent,1.0,1.0,70.89,14221,14228
5625,105626,1326,1,agent,1.0,1.0,56.98,14221,14228
5626,105627,1322,1,commander,25.0,5508.0,32.21,14203,14203
5627,105628,746,1,agent,1.0,1.0,32.17,15241,15220
5628,105629,673,1,commander,23.0,3267.0,49.48,10016,10605
5629,105630,348,1,commander,30.0,3168.0,85.62,10016,06830
5630,105631,671,1,agent,28.0,2304.0,184.11,02139,01060
5631,105632,1346,1,agent,5.0,1000.0,14.85,98122,98104
5632,105633,809,2,agent,128.0,24064.0,216.0,10604,07608
5633,105634,348,1,commander,30.0,3168.0,72.94,21093,22182
5634,105635,348,1,commander,30.0,3168.0,66.95,07052,10065
5635,105636,987,1,agent,2.0,2.0,102.85,10707,11354
5636,105637,348,1,agent,30.0,3168.0,0.0,44304,44122
5637,105638,917,1,commander,25.0,5525.0,78.05,19380,19406
5638,105639,982,1,commander,12.0,24.0,25.03,33138,33027
5639,105640,673,1,commander,23.0,3267.0,102.79,10016,07724
5640,105641,904,1,commander,38.0,7776.0,44.31,60657,60021
5641,105642,865,1,commander,38.0,7776.0,64.8,60540,60021
5642,105643,715,1,commander,1.0,1.0,42.3,98006,98134
5643,105644,673,1,commander,23.0,3267.0,76.56,10016,10549
5644,105645,780,2,agent,470.0,77400.0,1302.55,18109,18045
5645,105646,451,1,agent,1.0,1.0,31.02,32162,34785
5646,105647,1127,1,agent,2.0,2.0,61.52,91791,91730
5647,105648,980,1,commander,30.0,5346.0,116.93,11794,10017
5648,105649,982,1,commander,10.0,16.0,27.71,33138,33324
5649,105650,746,1,commander,1.0,1.0,40.7,15147,15220
5650,105651,982,1,commander,40.0,2048.0,27.21,33169,33018
5651,105652,439,1,commander,1.0,512.0,47.35,32827,32773
5652,105653,451,1,commander,1.0,1.0,30.74,32693,32605
5653,105654,589,1,commander,5.0,90.0,36.9,77054,75230
5654,105655,316,1,commander,1.0,480.0,58.57,20166,20166
5655,105656,673,1,commander,23.0,3267.0,73.48,10016,07920
5656,105657,435,1,commander,1.0,1.0,35.73,98074,98004
5657,105658,821,1,commander,23.0,6525.0,83.11,92626,91406
5658,105659,157,1,agent,2.0,1.0,390.6,49696,49431
5659,105660,1293,1,commander,55.0,5967.0,108.62,34239,33559
5660,105661,237,1,commander,2.0,1440.0,353.53,33136,34208
5661,105662,316,1,commander,1.0,441.0,29.71,30297,30320
5662,105663,982,1,commander,5.0,16.0,26.06,33138,33316
5663,105664,320,1,agent,5.0,432.0,33.56,45429,45342
5664,105665,570,1,agent,8.0,2366.0,122.86,98405,98520
5665,105666,193,1,commander,1.0,60.0,47.0,98168,98158
5666,105667,451,1,agent,2.0,2.0,42.57,34420,34785
5667,105668,785,1,commander,35.0,7616.0,191.77,95661,94904
5668,105669,657,1,agent,10.0,2560.0,216.84,42701,37388
5669,105670,1257,1,agent,2.0,8.0,32.63,94541,94577
5670,105671,987,1,commander,1.0,1.0,44.67,10707,11557
